team.number,match.number,team.alliance,initials,team.present,starting.position,amp.completed.auto,amp.attempted.auto,subwoofer.completed.auto,subwoofer.attempted.auto,podium.completed.auto,podium.attempted.auto,medium.completed.teleop,medium.attempted.teleop,midfield.completed.auto,midfield.attempted.auto,amp.completed.teleop,amp.attempted.teleop,subwoofer.completed.teleop,subwoofer.attempted.teleop,podium.completed.teleop,podium.attempted.teleop,midfield.completed.teleop,midfield.attempted.teleop,coopertition,disabled,location.end,score.trap.end,high.note.attempt.end,high.note.score.end,summary.end,timestamp
9500,11,blue,JB,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,Climbed from Human Player Side,null,true,null,Shuffled center pieces during auto. played defense somewhat well. quick climb,2024-03-22 12:28:43.104110
4459,10,blue,JB,true,"Touching Subwoofer, Centered",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,Other,null,null,null,possibly inable to score in speaker,2024-03-22 12:21:53.759742
9770,9,blue,JB,true,"Touching Subwoofer, Centered",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,true,Other,null,null,null,disabled in bad spot for the alliance. prevent climbing,2024-03-22 12:14:03.146513
1795,8,blue,JB,true,"Touching Subwoofer, Facing Human Player",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,null,Other,null,null,null,only intaked one piece. struggled with getting piece in. input is also the output,2024-03-22 12:07:31.484559
5651,7,blue,JB,true,In front of double Driver Station,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,Other,null,null,null,Wheels didnt fully fire in auto,2024-03-22 11:59:52.462279
1002,6,blue,MM,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,true,Other,null,null,null,Worked for 30sec and disabled,2024-03-22 11:49:30.328938
3815,5,blue,MM,true,"Touching Subwoofer, Facing AMP",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,null,null,Other,null,null,null,null,2024-03-22 11:44:21.590547
4459,4,blue,MM,true,"Touching Subwoofer, Centered",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,null,null,Other,null,null,null,Kit bot. Drove around uselessly and missed their only shot.,2024-03-22 11:36:37.466230
6887,3,blue,MM,true,In front of double Driver Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,true,Other,null,null,null,Moved in auton 3ft. Didnt move in game,2024-03-22 11:28:13.887164
7451,2,blue,MM,true,"Touching Subwoofer, Centered",0,0,3,1,0,0,0,0,0,0,4,1,2,1,0,0,0,0,null,null,Other,null,null,null,null,2024-03-22 11:21:00.282167
6712,1,blue,MM,true,"Touching Subwoofer, Centered",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,null,null,Other,null,null,null,Defended mostly and drove around.,2024-03-22 11:10:52.962158
